INFO: KMSM contract open succeeded.
INFO: running with loaded data contract.
SUCCESS: Mojo-V data contract validated and loaded.
Decrypted data_contract_t fields:
  data[172] = 331606851
  data[173] = 332354963
  data[174] = 334442962
  data[175] = 334800711
  data[176] = 337277123
  data[177] = 339932265
  data[178] = 341826509
  data[179] = 341914541
  data[180] = 345633785
  data[181] = 346069307
  data[182] = 347019779
  data[183] = 358067681
  data[184] = 358407526
  data[185] = 365570830
  data[186] = 365828785
  data[187] = 366985061
  data[188] = 367918354
  data[189] = 369358730
  data[190] = 370190724
  data[191] = 371034955
  data[192] = 371710231
  data[193] = 372345521
  data[194] = 372974801
  data[195] = 374630646
  data[196] = 376226166
  data[197] = 378036416
  data[198] = 380700796
  data[199] = 384522286
  data[200] = 386023011
  data[201] = 392624589
  data[202] = 392802563
  data[203] = 393267499
  data[204] = 398660849
  data[205] = 401838069
  data[206] = 403832110
  data[207] = 404385484
  data[208] = 407152106
  data[209] = 407350548
  data[210] = 408025696
  data[211] = 409575737
  data[212] = 412978971
  data[213] = 415481390
  data[214] = 419159747
  data[215] = 419638653
  data[216] = 419740007
  data[217] = 421388665
  data[218] = 422600440
  data[219] = 425916093
  data[220] = 429932488
  data[221] = 431173207
  data[222] = 434246633
  data[223] = 434909659
  data[224] = 437811823
  data[225] = 440006848
  data[226] = 440074363
  data[227] = 440999107
  data[228] = 442516246
  data[229] = 444325613
  data[230] = 445542564
  data[231] = 449617425
  data[232] = 458306392
  data[233] = 458514958
  data[234] = 460142871
  data[235] = 460533319
  data[236] = 460580589
  data[237] = 466911498
  data[238] = 468980747
  data[239] = 469062791
  data[240] = 469657432
  data[241] = 474330092
  data[242] = 477090796
  data[243] = 477553659
  data[244] = 479158764
  data[245] = 479499262
  data[246] = 486411081
  data[247] = 490326517
  data[248] = 491729947
  data[249] = 492672050
  data[250] = 493139740
  data[251] = 496010631
  data[252] = 496283684
  data[253] = 498986937
  data[254] = 500788246
  data[255] = 505421950
  data[256] = 506426843
  data[257] = 509287434
  data[258] = 509433980
  data[259] = 510869993
  data[260] = 511246738
  data[261] = 513469804
  data[262] = 514462864
  data[263] = 514825840
  data[264] = 515046156
  data[265] = 515357191
  data[266] = 518505999
  data[267] = 519187203
  data[268] = 520628810
  data[269] = 521286916
  data[270] = 522362919
  data[271] = 530117620
  data[272] = 530702738
  data[273] = 535365453
  data[274] = 537572579
  data[275] = 539418622
  data[276] = 539710447
  data[277] = 542036234
  data[278] = 546426952
  data[279] = 546724225
  data[280] = 546952129
  data[281] = 548522986
  data[282] = 549323040
  data[283] = 551166006
  data[284] = 551717821
  data[285] = 553265152
  data[286] = 557489952
  data[287] = 558557161
  data[288] = 561468294
  data[289] = 563909579
  data[290] = 566958375
  data[291] = 567445146
  data[292] = 569824623
  data[293] = 570939534
  data[294] = 574687370
  data[295] = 575596251
  data[296] = 575654270
  data[297] = 575848035
  data[298] = 579205827
  data[299] = 588090489
  data[300] = 588764002
  data[301] = 590229179
  data[302] = 590526013
  data[303] = 592414490
  data[304] = 595607688
  data[305] = 597425142
  data[306] = 599165671
  data[307] = 599379714
  data[308] = 605280572
  data[309] = 605846594
  data[310] = 606022748
  data[311] = 606076108
  data[312] = 607401594
  data[313] = 607582082
  data[314] = 613116502
  data[315] = 614841790
  data[316] = 615236124
  data[317] = 615656873
  data[318] = 616560689
  data[319] = 617552194
  data[320] = 618614695
  data[321] = 622217318
  data[322] = 622609549
  data[323] = 623603136
  data[324] = 625834995
  data[325] = 626233423
  data[326] = 626590128
  data[327] = 626786355
  data[328] = 626918675
  data[329] = 634270322
  data[330] = 634491722
  data[331] = 638813082
  data[332] = 639726342
  data[333] = 642139702
  data[334] = 645822441
  data[335] = 656339031
  data[336] = 657377589
  data[337] = 664671242
  data[338] = 664785621
  data[339] = 667756902
  data[340] = 670679618
  data[341] = 671184811
  data[342] = 673055094
  data[343] = 673613316
  data[344] = 674455710
  data[345] = 674470234
  data[346] = 681777009
  data[347] = 683884423
  data[348] = 685256755
  data[349] = 686182847
  data[350] = 688026992
  data[351] = 688080541
  data[352] = 688361271
  data[353] = 690001173
  data[354] = 691220224
  data[355] = 692378718
  data[356] = 695334297
  data[357] = 699668463
  data[358] = 700223551
  data[359] = 701157041
  data[360] = 701222310
  data[361] = 702143100
  data[362] = 708309544
  data[363] = 712004090
  data[364] = 713706810
  data[365] = 715172754
  data[366] = 717115925
  data[367] = 720159302
  data[368] = 723439160
  data[369] = 724105952
  data[370] = 724267553
  data[371] = 726396680
  data[372] = 727444538
  data[373] = 737514474
  data[374] = 739397473
  data[375] = 740035346
  data[376] = 743474853
  data[377] = 749827256
  data[378] = 752659689
  data[379] = 754291235
  data[380] = 755090715
  data[381] = 755160745
  data[382] = 756326632
  data[383] = 759159232
  data[384] = 768036138
  data[385] = 769098448
  data[386] = 769409341
  data[387] = 769841876
  data[388] = 770909700
  data[389] = 772439996
  data[390] = 775654862
  data[391] = 776305894
  data[392] = 777491613
  data[393] = 779039644
  data[394] = 782026917
  data[395] = 782769172
  data[396] = 782905426
  data[397] = 784282420
  data[398] = 786074199
  data[399] = 792183096
  data[400] = 794618983
  data[401] = 801797966
  data[402] = 802100877
  data[403] = 802937810
  data[404] = 804334726
  data[405] = 805512138
  data[406] = 806783214
  data[407] = 807123800
  data[408] = 808168317
  data[409] = 808193815
  data[410] = 811819129
  data[411] = 815644585
  data[412] = 819346704
  data[413] = 820733164
  data[414] = 821687878
  data[415] = 825747830
  data[416] = 826587248
  data[417] = 827213534
  data[418] = 827738127
  data[419] = 828318219
  data[420] = 829712290
  data[421] = 829743787
  data[422] = 832803005
  data[423] = 834869550
  data[424] = 842003612
  data[425] = 842054759
  data[426] = 845480133
  data[427] = 846874044
  data[428] = 851386854
  data[429] = 854439528
  data[430] = 855872297
  data[431] = 855894051
  data[432] = 857777841
  data[433] = 875815356
  data[434] = 876903000
  data[435] = 879596080
  data[436] = 879723135
  data[437] = 881007275
  data[438] = 884234894
  data[439] = 884536560
  data[440] = 886195562
  data[441] = 891072427
  data[442] = 893092341
  data[443] = 895681103
  data[444] = 900385497
  data[445] = 905941683
  data[446] = 907387746
  data[447] = 908053290
  data[448] = 909349821
  data[449] = 910945645
  data[450] = 912322749
  data[451] = 912586030
  data[452] = 914134239
  data[453] = 914942735
  data[454] = 917018543
  data[455] = 917331413
  data[456] = 917429646
  data[457] = 921690368
  data[458] = 921786668
  data[459] = 923422190
  data[460] = 927595903
  data[461] = 928497660
  data[462] = 931190117
  data[463] = 935875616
  data[464] = 939698322
  data[465] = 946761477
  data[466] = 947559721
  data[467] = 951614618
  data[468] = 956159823
  data[469] = 960904034
  data[470] = 961456134
  data[471] = 963009579
  data[472] = 963119737
  data[473] = 963422476
  data[474] = 964214369
  data[475] = 964429377
  data[476] = 966216254
  data[477] = 967111589
  data[478] = 968028604
  data[479] = 968135954
  data[480] = 969249597
  data[481] = 970515705
  data[482] = 971987409
  data[483] = 972168696
  data[484] = 974835361
  data[485] = 977063466
  data[486] = 979144251
  data[487] = 984172415
  data[488] = 986096950
  data[489] = 990316797
  data[490] = 991137175
  data[491] = 995547704
  data[492] = 995603468
  data[493] = 1003478060
  data[494] = 1005007562
  data[495] = 1005748988
  data[496] = 1006072835
  data[497] = 1006671146
  data[498] = 1007636910
  data[499] = 1010138115
  data[500] = 1012122745
  data[501] = 1013549423
  data[502] = 1014321500
  data[503] = 1016662413
  data[504] = 1019331069
  data[505] = 1020434647
  data[506] = 1023783643
  data[507] = 1024157542
  data[508] = 1026685435
  data[509] = 1028447012
  data[510] = 1032832077
  data[511] = 1034349207
  data[512] = 1036994098
  data[513] = 1037674151
  data[514] = 1039051333
  data[515] = 1041790984
  data[516] = 1042385239
  data[517] = 1042854318
  data[518] = 1045317151
  data[519] = 1047951178
  data[520] = 1049750642
  data[521] = 1049828589
  data[522] = 1049861953
  data[523] = 1052581253
  data[524] = 1055245775
  data[525] = 1056892541
  data[526] = 1060295336
  data[527] = 1065977038
  data[528] = 1068726256
  data[529] = 1078979908
  data[530] = 1079424892
  data[531] = 1083675345
  data[532] = 1087705622
  data[533] = 1089337673
  data[534] = 1089830115
  data[535] = 1092304425
  data[536] = 1095890390
  data[537] = 1097078602
  data[538] = 1100411286
  data[539] = 1100873929
  data[540] = 1101440798
  data[541] = 1103127905
  data[542] = 1103207162
  data[543] = 1103214699
  data[544] = 1108524190
  data[545] = 1109174157
  data[546] = 1112951517
  data[547] = 1113245038
  data[548] = 1116623064
  data[549] = 1116925937
  data[550] = 1120015008
  data[551] = 1125027337
  data[552] = 1125293272
  data[553] = 1126281622
  data[554] = 1130776192
  data[555] = 1135378653
  data[556] = 1140363382
  data[557] = 1143764426
  data[558] = 1145529189
  data[559] = 1147205439
  data[560] = 1155019890
  data[561] = 1155288563
  data[562] = 1155448068
  data[563] = 1156005448
  data[564] = 1156379280
  data[565] = 1157017560
  data[566] = 1160321069
  data[567] = 1161058636
  data[568] = 1166254323
  data[569] = 1170622898
  data[570] = 1176415705
  data[571] = 1177717163
  data[572] = 1179644719
  data[573] = 1183948097
  data[574] = 1187852535
  data[575] = 1188028638
  data[576] = 1188849523
  data[577] = 1192189316
  data[578] = 1196144714
  data[579] = 1198557331
  data[580] = 1200596575
  data[581] = 1209526912
  data[582] = 1209910798
  data[583] = 1211613084
  data[584] = 1214979644
  data[585] = 1215380736
  data[586] = 1220008304
  data[587] = 1220037710
  data[588] = 1222142270
  data[589] = 1222910985
  data[590] = 1225191253
  data[591] = 1234083945
  data[592] = 1234168690
  data[593] = 1234386624
  data[594] = 1234661697
  data[595] = 1235731124
  data[596] = 1241104656
  data[597] = 1241618063
  data[598] = 1241998211
  data[599] = 1242569320
  data[600] = 1243227398
  data[601] = 1243280000
  data[602] = 1246610602
  data[603] = 1246724540
  data[604] = 1248383089
  data[605] = 1255859943
  data[606] = 1256997941
  data[607] = 1257568216
  data[608] = 1260188232
  data[609] = 1260342375
  data[610] = 1260557222
  data[611] = 1262650199
  data[612] = 1263887309
  data[613] = 1265939336
  data[614] = 1265956254
  data[615] = 1266834303
  data[616] = 1267321693
  data[617] = 1270895212
  data[618] = 1272538162
  data[619] = 1273572249
  data[620] = 1275220456
  data[621] = 1278937800
  data[622] = 1280372125
  data[623] = 1284883386
  data[624] = 1288072137
  data[625] = 1288214528
  data[626] = 1289321942
  data[627] = 1290713334
  data[628] = 1292025145
  data[629] = 1295086496
  data[630] = 1295499726
  data[631] = 1297693225
  data[632] = 1299889762
  data[633] = 1304686307
  data[634] = 1305288969
  data[635] = 1308307526
  data[636] = 1308747920
  data[637] = 1313966351
  data[638] = 1314309894
  data[639] = 1314771188
  data[640] = 1315815676
  data[641] = 1318176750
  data[642] = 1318581262
  data[643] = 1320459997
  data[644] = 1320775882
  data[645] = 1323012705
  data[646] = 1323546240
  data[647] = 1324526105
  data[648] = 1326409503
  data[649] = 1329087426
  data[650] = 1335433370
  data[651] = 1335721029
  data[652] = 1339213488
  data[653] = 1339606670
  data[654] = 1340453987
  data[655] = 1345503145
  data[656] = 1349646577
  data[657] = 1352496656
  data[658] = 1355013897
  data[659] = 1359013739
  data[660] = 1359220062
  data[661] = 1368965878
  data[662] = 1368978153
  data[663] = 1370538180
  data[664] = 1379632534
  data[665] = 1380856156
  data[666] = 1381843233
  data[667] = 1385096037
  data[668] = 1387528355
  data[669] = 1388490992
  data[670] = 1389122708
  data[671] = 1389958849
  data[672] = 1393645065
  data[673] = 1398721121
  data[674] = 1398743222
  data[675] = 1400936653
  data[676] = 1401106684
  data[677] = 1402115895
  data[678] = 1402929633
  data[679] = 1406039206
  data[680] = 1415442324
  data[681] = 1416722768
  data[682] = 1416918501
  data[683] = 1420558369
  data[684] = 1420725314
  data[685] = 1420917712
  data[686] = 1421469273
  data[687] = 1424088753
  data[688] = 1425238041
  data[689] = 1426708524
  data[690] = 1428038048
  data[691] = 1430009653
  data[692] = 1430678519
  data[693] = 1430810197
  data[694] = 1432345531
  data[695] = 1433044069
  data[696] = 1434487660
  data[697] = 1434488075
  data[698] = 1436292549
  data[699] = 1438248237
  data[700] = 1440857754
  data[701] = 1441917467
  data[702] = 1442599111
  data[703] = 1443155896
  data[704] = 1444814733
  data[705] = 1447977771
  data[706] = 1449573036
  data[707] = 1449606511
  data[708] = 1450884075
  data[709] = 1456222031
  data[710] = 1457514291
  data[711] = 1460275344
  data[712] = 1461076850
  data[713] = 1463860228
  data[714] = 1464160626
  data[715] = 1466254027
  data[716] = 1467805628
  data[717] = 1468583482
  data[718] = 1473493206
  data[719] = 1474562576
  data[720] = 1475010821
  data[721] = 1475519504
  data[722] = 1476352818
  data[723] = 1476563908
  data[724] = 1476671620
  data[725] = 1478049349
  data[726] = 1479399646
  data[727] = 1480156945
  data[728] = 1482203170
  data[729] = 1483115237
  data[730] = 1486504159
  data[731] = 1487806283
  data[732] = 1491233771
  data[733] = 1492785263
  data[734] = 1494723994
  data[735] = 1502897484
  data[736] = 1505891710
  data[737] = 1506400210
  data[738] = 1506587525
  data[739] = 1508006009
  data[740] = 1509294115
  data[741] = 1511124796
  data[742] = 1511825132
  data[743] = 1512026452
  data[744] = 1514913467
  data[745] = 1519099427
  data[746] = 1519914201
  data[747] = 1519981163
  data[748] = 1521747940
  data[749] = 1524395021
  data[750] = 1527183760
  data[751] = 1527575606
  data[752] = 1538542803
  data[753] = 1539357548
  data[754] = 1540582267
  data[755] = 1543557956
  data[756] = 1549383224
  data[757] = 1551528651
  data[758] = 1555179476
  data[759] = 1556358375
  data[760] = 1557760214
  data[761] = 1559934999
  data[762] = 1560520529
  data[763] = 1561202262
  data[764] = 1561685674
  data[765] = 1564235099
  data[766] = 1568319821
  data[767] = 1572511614
  data[768] = 1576772508
  data[769] = 1582935245
  data[770] = 1583168389
  data[771] = 1586349888
  data[772] = 1587896205
  data[773] = 1589786151
  data[774] = 1593506036
  data[775] = 1596081860
  data[776] = 1599041206
  data[777] = 1601193569
  data[778] = 1601958278
  data[779] = 1602449740
  data[780] = 1607404127
  data[781] = 1616001052
  data[782] = 1616070247
  data[783] = 1619921425
  data[784] = 1622971356
  data[785] = 1623863471
  data[786] = 1627591921
  data[787] = 1634135929
  data[788] = 1637111662
  data[789] = 1638710261
  data[790] = 1643133822
  data[791] = 1643406040
  data[792] = 1645567180
  data[793] = 1649158880
  data[794] = 1650616339
  data[795] = 1654480319
  data[796] = 1656260777
  data[797] = 1656307319
  data[798] = 1658526937
  data[799] = 1660874005
  data[800] = 1662000483
  data[801] = 1664924504
  data[802] = 1665099890
  data[803] = 1666858339
  data[804] = 1670138505
  data[805] = 1672616784
  data[806] = 1673132053
  data[807] = 1673411425
  data[808] = 1676863468
  data[809] = 1677488836
  data[810] = 1683899497
  data[811] = 1684945759
  data[812] = 1687105730
  data[813] = 1687920693
  data[814] = 1692730182
  data[815] = 1694258085
  data[816] = 1697426102
  data[817] = 1697431169
  data[818] = 1697813002
  data[819] = 1698530098
  data[820] = 1700363779
  data[821] = 1700448864
  data[822] = 1701066045
  data[823] = 1704418491
  data[824] = 1709573513
  data[825] = 1710225514
  data[826] = 1712216357
  data[827] = 1712997292
  data[828] = 1715951362
  data[829] = 1716772532
  data[830] = 1718123302
  data[831] = 1718789879
  data[832] = 1726956146
  data[833] = 1728196287
  data[834] = 1730727249
  data[835] = 1732360480
  data[836] = 1732624770
  data[837] = 1736890045
  data[838] = 1738658012
  data[839] = 1741117281
  data[840] = 1748137072
  data[841] = 1751045125
  data[842] = 1751778754
  data[843] = 1753165731
  data[844] = 1757426837
  data[845] = 1758442745
  data[846] = 1758970628
  data[847] = 1761120938
  data[848] = 1761124612
  data[849] = 1767595735
  data[850] = 1771129851
  data[851] = 1777719775
  data[852] = 1778774868
  data[853] = 1778982955
  data[854] = 1779674656
  data[855] = 1783561335
  data[856] = 1783782943
  data[857] = 1789220221
  data[858] = 1793320124
  data[859] = 1796081714
  data[860] = 1796466456
  data[861] = 1799760274
  data[862] = 1800832347
  data[863] = 1802771599
  data[864] = 1803032172
  data[865] = 1808220188
  data[866] = 1812403780
  data[867] = 1815048249
  data[868] = 1817228439
  data[869] = 1820054776
  data[870] = 1825777669
  data[871] = 1826661969
  data[872] = 1832315133
  data[873] = 1834123908
  data[874] = 1834604060
  data[875] = 1835221351
  data[876] = 1837641222
  data[877] = 1838936160
  data[878] = 1840478021
  data[879] = 1849527783
  data[880] = 1850567438
  data[881] = 1854460934
  data[882] = 1855266261
  data[883] = 1863245806
  data[884] = 1867866219
  data[885] = 1870335961
  data[886] = 1871522444
  data[887] = 1873728396
  data[888] = 1880815647
  data[889] = 1882416044
  data[890] = 1883445990
  data[891] = 1883507160
  data[892] = 1890414796
  data[893] = 1891736218
  data[894] = 1894997348
  data[895] = 1899112129
  data[896] = 1901726176
  data[897] = 1905486595
  data[898] = 1906629565
  data[899] = 1906967785
  data[900] = 1907089312
  data[901] = 1907784133
  data[902] = 1909211269
  data[903] = 1909636522
  data[904] = 1909791124
  data[905] = 1913020820
  data[906] = 1918098890
  data[907] = 1921990014
  data[908] = 1922910264
  data[909] = 1924732544
  data[910] = 1925163349
  data[911] = 1927837363
  data[912] = 1928004343
  data[913] = 1929070141
  data[914] = 1930737275
  data[915] = 1931607214
  data[916] = 1934076802
  data[917] = 1934282896
  data[918] = 1935879742
  data[919] = 1935962244
  data[920] = 1937421481
  data[921] = 1939117373
  data[922] = 1940122773
  data[923] = 1940148361
  data[924] = 1940471347
  data[925] = 1944994891
  data[926] = 1945994588
  data[927] = 1950821762
  data[928] = 1951004037
  data[929] = 1951956000
  data[930] = 1954795890
  data[931] = 1957676649
  data[932] = 1958479488
  data[933] = 1962158770
  data[934] = 1962459038
  data[935] = 1964679590
  data[936] = 1969729012
  data[937] = 1974164893
  data[938] = 1975811870
  data[939] = 1982388085
  data[940] = 1982954693
  data[941] = 1983392568
  data[942] = 1984441864
  data[943] = 1986389371
  data[944] = 1987027557
  data[945] = 1988071271
  data[946] = 1994392781
  data[947] = 1996845373
  data[948] = 2001305354
  data[949] = 2001563387
  data[950] = 2003228448
  data[951] = 2005869443
  data[952] = 2010535143
  data[953] = 2013129380
  data[954] = 2013190651
  data[955] = 2017193251
  data[956] = 2017452473
  data[957] = 2017807180
  data[958] = 2025381490
  data[959] = 2026224004
  data[960] = 2027525011
  data[961] = 2027885755
  data[962] = 2029339440
  data[963] = 2032060776
  data[964] = 2032568283
  data[965] = 2032635994
  data[966] = 2032876794
  data[967] = 2037991625
  data[968] = 2040378710
  data[969] = 2040474146
  data[970] = 2041256749
  data[971] = 2044000154
  data[972] = 2047319263
  data[973] = 2047648190
  data[974] = 2047704552
  data[975] = 2048531820
  data[976] = 2049633071
  data[977] = 2053829453
  data[978] = 2055715826
  data[979] = 2057060316
  data[980] = 2059752405
  data[981] = 2067799549
  data[982] = 2069478177
  data[983] = 2069512245
  data[984] = 2069949693
  data[985] = 2070038329
  data[986] = 2072323436
  data[987] = 2072329716
  data[988] = 2074862515
  data[989] = 2075037457
  data[990] = 2083668534
  data[991] = 2084519297
  data[992] = 2085111990
  data[993] = 2085702863
  data[994] = 2085776427
  data[995] = 2089564728
  data[996] = 2092673834
  data[997] = 2096258705
  data[998] = 2098822443
  data[999] = 2105129072
  data[1000] = 2108132720
  data[1001] = 2109397741
  data[1002] = 2110578116
  data[1003] = 2115729235
  data[1004] = 2123283832
  data[1005] = 2123881403
  data[1006] = 2123974327
  data[1007] = 2125459910
  data[1008] = 2125754737
  data[1009] = 2126038207
  data[1010] = 2131126220
  data[1011] = 2131408058
  data[1012] = 2133339313
  data[1013] = 2136062396
  data[1014] = 2136866138
  data[1015] = 2137226790
  data[1016] = 2137410215
  data[1017] = 2139248781
  data[1018] = 2140355274
  data[1019] = 2140971889
  data[1020] = 2142796315
  data[1021] = 2144691740
  data[1022] = 2145156367
  data[1023] = 2145836301
INFO: 87056 swaps executed.
INFO: data is properly sorted.
